,Reviews,Polarity,Predicted Polarity
3138,I have tried this product with and without a lip moisturizer,0,0
3139,first day without a lip moisturizer base vaseline it feels quite dry and cakey on my lips,0,0
3140,second day i applied a thin layer of vaseline before putting it on it feels great,0,0
3141,needed very little touch up as i tend to wipe my mouth after a few bites of food,0,0
3142,this stays on quite nicely,1,1
3143,the lip odour glided smoothly stayed matte and required no touch ups as it was pretty much stuck to my lips,0,0
3144,however having said that it can be a bit drying if no lipbalm was worn prior to application,0,0
3145,the colour i was given was lover,1,1
3146,the shade on the casing looked perfect however it is brighter inside,1,1
3147,wish the content could be more similar to the colour on the casing,0,0
3148,if maybelle could make this less drying and true to shade this would be the ideal lip product for all,0,0
3149,the lip odour glided smoothly stayed matte and required no touch ups as it was pretty much stuck to my lips,0,0
3150,however having said that it can be a bit drying if no lipbalm was worn prior to application,0,0
3151,the colour i was given was lover,1,1
3152,the shade on the casing looked perfect however it is brighter inside,1,1
3153,wish the content could be more similar to the colour on the casing,0,0
3154,if maybelle could make this less drying and true to shade this would be the ideal lip product for all,0,0
3155,loves how easy and smooth it is to apply on my lip,1,1
3156,the color is able to stay on after a long day out hence it is recommended for people who is lazy to constantly touching up,0,0
3157,loves how easy and smooth it is to apply on my lip,1,1
3158,the color is able to stay on after a long day out hence it is recommended for people who is lazy to constantly touching up,0,0
3159,the lipstick is easy to apply and colour stays on long and nice,1,1
3160,it is comfortable and not feeling sticky or too watery,0,0
3161,but the only downside of the lipstick is the smell,-1,0
3162,it will be better if there is fragrance added or reduce the strong smell,1,1
3163,love the neutral color texture is pretty smooth to apply on,1,1
3164,superstar matte ink provides moisture to my lips as well will definitely recommend to my friends,1,1
3165,love the neutral color texture is pretty smooth to apply on,1,1
3166,superstar matte ink provides moisture to my lips as well will definitely recommend to my friends,1,1
3167,this stays on for long periods and it does not stain cups but it dries up the lips a little bit much,0,0
3168,overall still satisfactory,1,0
3169,just tried it and it lives up to its superstar reputation,1,1
3170,lasted through the whole day despite oily food and coffee straight from a cup,0,0
3171,colour is cute and matte has a slightly sticky feeling to it but still superstar,0,0
3172,not too used to the applicator yet but it comes with practice,0,0
3173,would recommend,1,1
3174,just tried it and it lives up to its superstar reputation,1,1
3175,lasted through the whole day despite oily food and coffee straight from a cup,0,0
3176,colour is cute and matte has a slightly sticky feeling to it but still superstar,0,0
3177,not too used to the applicator yet but it comes with practice,0,0
3178,would recommend,1,1
3179,just tried it and it lives up to its superstar reputation,1,1
3180,lasted through the whole day despite oily food and coffee straight from a cup,0,0
3181,colour is cute and matte has a slightly sticky feeling to it but still superstar,0,0
3182,not too used to the applicator yet but it comes with practice,0,0
3183,would recommend,1,1
3184,just tried it and it lives up to its superstar reputation,1,1
3185,lasted through the whole day despite oily food and coffee straight from a cup,0,0
3186,colour is cute and matte has a slightly sticky feeling to it but still superstar,0,0
3187,not too used to the applicator yet but it comes with practice,0,0
3188,would recommend,1,1
3189,i think we have become quite familiar with how this hippie has looked on me these couple of weeks,0,0
3190,i received it from tryandreviewasia and have been testing it out for a couple of weeks though i have not put it through a full 16 hours,0,0
3191,it is a beautiful dark red liquid lipstick that is easy to apply with the tear drop shape applicator,0,0
3192,i usually do it in the train on my way to dinner and have gotten a beautiful application everytime,0,0
3193,it dries matte is not drying,0,0
3194,and does not transfer all our hippie dreams come true,0,0
3195,it sits very comfortably on top of a layer of lip balm and reapplied beautifully,1,1
3196,unfortunately i am doubtful it will last the promised 16 hours on me without touch ups and i have not even tried,0,0
3197,why,0,0
3198,because it simply does not last beyond a meal,0,0
3199,the area around my mouth will disappear and I am left with butt hole lips,0,0
3200,I am always a fan of lip products but can not find one that is really moisturising and can last me the whole day without touching up,0,0
3201,all the products i tried claims that it can last the whole day but to my disappointment it did not work and furthermore made my lips dry,-1,-1
3202,I am thankful and lucky to be able to try this amazing product and i can say it last me more than ruhr,1,1
3203,i think it is super worth it because u can look pretty the whole day without constant touching up,1,1
3204,it is a bit dry,0,0
3205,but it is very lasting,0,0
3206,after meals most of my lipstick still stay,0,0
3207,however i have dry lips so it is cracks a bit,-1,-1
3208,glides on smoothly,1,1
3209,not as dry as majority of matte lipsticks,0,0
3210,does not rub off easily even with greasy food,-1,-1
3211,some cracking and wrinkling after eating and some pale spots but still looks almost flawless,0,0
3212,glides on smoothly,1,1
3213,not as dry as majority of matte lipsticks,0,0
3214,does not rub off easily even with greasy food,-1,-1
3215,some cracking and wrinkling after eating and some pale spots but still looks almost flawless,0,0
3216,went out for the night and had steamboat for dinner,0,0
3217,was amazed at how i did not have to reapply the lipstick after dinner because it was so long lasting,1,1
3218,the only downside of this product is that it may be slightly dry on the lips however it can be fixed by applying lip balm after the lipstick highly recommended to everyone,0,0
3219,went out for the night and had steamboat for dinner,0,0
3220,was amazed at how i did not have to reapply the lipstick after dinner because it was so long lasting,1,1
3221,the only downside of this product is that it may be slightly dry on the lips however it can be fixed by applying lip balm after the lipstick highly recommended to everyone,0,0
3222,went out for the night and had steamboat for dinner,0,0
3223,was amazed at how i did not have to reapply the lipstick after dinner because it was so long lasting,1,1
3224,the only downside of this product is that it may be slightly dry on the lips however it can be fixed by applying lip balm after the lipstick highly recommended to everyone,0,0
3225,went out for the night and had steamboat for dinner,0,0
3226,was amazed at how i did not have to reapply the lipstick after dinner because it was so long lasting,1,1
3227,the only downside of this product is that it may be slightly dry on the lips however it can be fixed by applying lip balm after the lipstick highly recommended to everyone,0,0
3228,pros 1 definitely its lasting power,0,0
3229,this does not come off even with dettol life body soap,0,0
3230,as clearly seen in the photos after soaping rubbing scrubbing it on my hand after the hand swatch this does not come off,0,0
3231,unbelievable,-1,0
3232,but that is exactly what all lipsticks should be,0,0
3233,2 formula is also better than kylie j s more fluid greater for beginners when applied compared to kylie s which is more creamy,1,1
3234,verdict move over kylie liquid lipsticks,0,0
3235,this maybelle matte ink is taking over,0,0
3236,cons 1 slightly sticky when applied on hand for swatch,0,0
3237,however this is not as apparent when on hand,0,0
3238,2 more range of colours please,0,0
3239,i wore the shade of no,0,0
3240,15 lover which reminds me a lot like kylie jenner s liquid lipstick in shade pose k this may suit better on cool fair skin tones,1,1
3241,i personally suit under shades for my warm and slightly tan skin tone shades like kat von d in cathedral cashbox in cognac wet n wild in give me mocha,0,0
3242,i love that the color is very pigmented,1,1
3243,however in general as matte lip products are very dry i had to apply some lip mask lip protector before applying this,0,0
3244,hence the color will stain cups and burgers,-1,-1
3245,i love that the color is very pigmented,1,1
